"","Accepted_name"
"16954","Tradescantia subaspera var. subaspera"
"16955","Tradescantia tharpii"
"16956","Tradescantia virginiana"
"16957","Tradescantia wrightii"
"16958","Tradescantia wrightii"
"16959","Tragia amblyodonta"
"16960","Tragia betonicifolia"
"16961","Tragia brevispica"
"16962","Tragia cordata"
"16963","Tragia glanduligera"
"16964","Tragia laciniata"
"16965","Tragia leptophylla"
"16966","Tragia nepetifolia"
"16967","Tragia nepetifolia"
"16968","Tragia nigricans"
"16969","Tragia ramosa"
"16970","Tragia saxicola"
"16971","Tragia smallii"
"16972","Tragia urens"
"16973","Tragia urticifolia"
"16974","Tragopogon mirus"
"16975","Trautvetteria caroliniensis"
"16976","Trautvetteria caroliniensis"
"16977","Trautvetteria caroliniensis var. occidentalis"
"16978","Trema cannabina"
"16979","Trema cannabina var. cannabina"
"16980","Trema cannabina var. cannabina"
"16981","Trema lamarckiana"
"16982",""
"16983","Trema orientale"
"16984","Trema tomentosum"
"16985","Trepocarpus aethusae"
"16986","Hypericum fraseri"
"16987","Hypericum tubulosum"
"16988","Hypericum virginicum"
"16989","Hypericum walteri"
"16990","Triantha glutinosa"
"16991","Triantha occidentalis"
"16992","Triantha occidentalis subsp. brevistyla"
"16993","Triantha occidentalis subsp. montana"
"16994","Triantha occidentalis subsp. occidentalis"
"16995","Triantha racemosa"
"16996","Trianthema portulacastrum"
"16997","Tricardia watsonii"
"16998","Leptochloa crinita"
"16999","Leptochloa pluriflora"
"17000","Trichocentrum pulchrum"
"17001","Shinnersia rivularis"
"17002","Trichocoronis wrightii"
"17003","Trichoglottis ledermannii"
"17004","Trichomanes atrovirens"
"17005","Trichomanes bimarginatum"
"17006","Trichomanes bipunctatum"
"17007","Trichomanes boschianum"
"17008","Trichomanes brevipes"
"17009","Trichomanes densinervium"
"17010","Trichomanes dentatum"
"17011","Trichomanes falsinervulosum"
"17012","Trichomanes holopterum"
"17013","Trichomanes intricatum"
"17014","Trichomanes javanicum"
"17015","Trichomanes boryanum"
"17016","Trichomanes krausii"
"17017","Trichomanes lineolatum"
"17018","Trichomanes membranaceum"
"17019","Trichomanes minutum"
"17020","Trichomanes motleyi"
"17021","Trichomanes petersii"
"17022","Trichomanes punctatum"
"17023","Trichomanes punctatum subsp. floridanum"
"17024","Trichomanes setigerum"
"17025","Trichomanes tahitense"
"17026","Trichoneura elegans"
"17027","Trichophorum alpinum"
"17028","Trichophorum cespitosum"
"17029","Trichophorum clementis"
"17030","Trichophorum clintonii"
"17031","Trichophorum planifolium"
"17032","Trichophorum pumilum"
"17033","Trichoptilium incisum"
"17034","Trichosanthes hosokawae"
"17035","Trichospermum ledermannii"
"17036","Trichostema arizonicum"
"17037","Trichostema austromontanum"
"17038","Trichostema austromontanum subsp. austromontanum"
"17039","Trichostema austromontanum subsp. compactum"
"17040","Trichostema brachiatum"
"17041","Trichostema dichotomum"
"17042","Trichostema lanatum"
"17043","Trichostema lanceolatum"
"17044","Trichostema laxum"
"17045","Trichostema micranthum"
"17046","Trichostema oblongum"
"17047","Trichostema ovatum"
"17048","Trichostema parishii"
"17049","Trichostema rubisepalum"
"17050","Trichostema ruygtii"
"17051","Trichostema setaceum"
"17052","Trichostema simulatum"
"17053","Trichostema suffrutescens"
"17054","Trichostigma octandrum"
"17055","Tridens albescens"
"17056","Tridens ambiguus"
"17057","Tridentopsis buckleyana"
"17058","Tridens carolinianus"
"17059","Tridens congestus"
"17060","Triplasiella eragrostoides"
"17061","Tridens flavus"
"17062","Tridens chapmanii"
"17063","Tridens flavus"
"17064","Tridens muticus"
"17065","Tridentopsis mutica"
"17066","Tridens muticus"
"17067","Tridens strictus"
"17068","Tridens texanus"
"17069","Lysimachia borealis"
"17070","Lysimachia borealis"
"17071","Lysimachia latifolia"
"17072","Lysimachia europaea"
"17073","Lysimachia europaea"
"17074","Trifolium albopurpureum"
"17075","Trifolium amabile"
"17076","Trifolium amoenum"
"17077","Trifolium andersonii"
"17078","Trifolium andersonii subsp. andersonii"
"17079","Trifolium andersonii subsp. beatleyae"
"17080","Trifolium andersonii subsp. monoense"
"17081","Trifolium andinum"
"17082","Trifolium andinum var. andinum"
"17083","Trifolium andinum var. podocephalum"
"17084","Trifolium attenuatum"
"17085","Trifolium barbigerum"
"17086","Trifolium barbigerum var. andrewsii"
"17087","Trifolium barbigerum var. barbigerum"
"17088","Trifolium barnebyi"
"17089","Trifolium beckwithii"
"17090","Trifolium bejariense"
"17091","Trifolium bifidum"
"17092","Trifolium bolanderi"
"17093","Trifolium brandegeei"
"17094","Trifolium breweri"
"17095","Trifolium buckwestiorum"
"17096","Trifolium calcaricum"
"17097","Trifolium carolinianum"
"17098","Trifolium ciliolatum"
"17099","Trifolium cyathiferum"
"17100","Trifolium dasyphyllum"
"17101","Trifolium dasyphyllum subsp. anemophilum"
"17102","Trifolium dasyphyllum subsp. dasyphyllum"
"17103","Trifolium dasyphyllum var. uintense"
"17104","Trifolium dedeckerae"
"17105","Trifolium depauperatum"
"17106","Trifolium depauperatum var. amplectens"
"17107","Trifolium depauperatum var. depauperatum"
"17108","Trifolium depauperatum var. diversifolium"
"17109","Trifolium depauperatum var. stenophyllum"
"17110","Trifolium dichotomum"
"17111","Trifolium douglasii"
"17112","Trifolium eriocephalum"
"17113","Trifolium eriocephalum subsp. arcuatum"
"17114","Trifolium eriocephalum subsp. cascadense"
"17115","Trifolium eriocephalum subsp. cusickii"
"17116","Trifolium eriocephalum subsp. eriocephalum"
"17117","Trifolium eriocephalum subsp. martinii"
"17118","Trifolium eriocephalum subsp. villiferum"
"17119","Trifolium friscanum"
"17120","Trifolium fucatum"
"17121","Trifolium gracilentum"
"17122","Trifolium gracilentum"
"17123","Trifolium palmeri"
"17124","Trifolium gymnocarpon"
"17125",""
"17126","Trifolium gymnocarpon"
"17127","Trifolium haydenii"
"17128","Trifolium howellii"
"17129","Trifolium jokerstii"
"17130","Trifolium kingii"
"17131","Trifolium kingii subsp. kingii"
"17132","Trifolium kingii subsp. macilentum"
"17133","Trifolium latifolium"
"17134","Trifolium leibergii"
"17135","Trifolium lemmonii"
"17136","Trifolium longipes"
"17137","Trifolium longipes var. atrorubens"
"17138","Trifolium longipes subsp. caurinum"
"17139","Trifolium longipes var. elmeri"
"17140","Trifolium longipes var. hansenii"
"17141","Trifolium longipes subsp. longipes"
"17142","Trifolium longipes var. multipedunculatum"
"17143","Trifolium longipes var. oreganum"
"17144","Trifolium longipes var. pedunculatum"
"17145","Trifolium longipes var. rusbyi"
"17146","Trifolium longipes var. reflexum"
"17147","Trifolium longipes var. shastense"
"17148","Trifolium macraei"
"17149","Trifolium macrocephalum"
"17150","Trifolium microcephalum"
"17151","Trifolium microdon"
"17152","Trifolium minutissimum"
"17153","Trifolium monanthum"
"17154","Trifolium monanthum subsp. grantianum"
"17155","Trifolium monanthum subsp. monanthum"
"17156","Trifolium monanthum subsp. parvum"
"17157","Trifolium monanthum subsp. tenerum"
"17158","Trifolium wormskioldii var. wormskioldii"
"17159","Trifolium wormskioldii var. arizonicum"
"17160","Trifolium nanum"
"17161","Trifolium longipes var. neurophyllum"
"17162","Trifolium obtusiflorum"
"17163","Trifolium oliganthum"
"17164","Trifolium olivaceum"
"17165","Trifolium owyheense"
"17166","Trifolium parryi"
"17167","Trifolium parryi var. montanense"
"17168","Trifolium parryi subsp. parryi"
"17169","Trifolium parryi subsp. salictorum"
"17170","Trifolium wormskioldii var. longicaule"
"17171","Trifolium piorkowskii"
"17172","Trifolium plumosum"
"17173","Trifolium plumosum var. amplifolium"
"17174","Trifolium plumosum"
"17175","Trifolium productum"
"17176","Trifolium reflexum"
"17177","Trifolium rollinsii"
"17178","Trifolium siskiyouense"
"17179","Trifolium stoloniferum"
"17180","Trifolium thompsonii"
"17181","Trifolium trichocalyx"
"17182","Trifolium variegatum"
"17183","Trifolium virginicum"
"17184","Trifolium willdenovii"
"17185","Trifolium wormskioldii"
"17186","Triglochin maritima"
"17187","Triglochin gaspensis"
"17188","Triglochin maritima"
"17189","Triglochin palustris"
"17190","Triglochin striata"
"17191","Trillium albidum"
"17192","Trillium albidum subsp. albidum"
"17193","Trillium albidum subsp. parviflorum"
"17194","Trillium angustipetalum"
"17195","Trillium catesbaei"
"17196","Trillium cernuum"
"17197","Trillium chloropetalum"
"17198","Trillium chloropetalum var. chloropetalum"
"17199","Trillium chloropetalum var. giganteum"
"17200","Trillium cuneatum"
"17201","Trillium decipiens"
"17202","Trillium decumbens"
"17203","Trillium discolor"
"17204","Trillium erectum"
"17205","Trillium flexipes"
"17206","Trillium foetidissimum"
"17207","Trillium gracile"
"17208","Trillium grandiflorum"
"17209","Trillium kurabayashii"
"17210","Trillium lancifolium"
"17211","Trillium ludovicianum"
"17212","Trillium luteum"
"17213","Trillium maculatum"
"17214","Trillium nivale"
"17215","Trillium ovatum"
"17216","Trillium ovatum var. oettingeri"
"17217","Trillium ovatum"
"17218","Trillium persistens"
"17219","Trillium petiolatum"
"17220","Trillium pusillum"
"17221","Trillium pusillum var. pusillum"
"17222","Trillium pusillum var. pusillum"
"17223","Trillium pusillum var. virginianum"
"17224","Trillium recurvatum"
"17225","Trillium reliquum"
"17226","Pseudotrillium rivale"
"17227","Trillium rugelii"
"17228","Trillium sessile"
"17229","Trillium simile"
"17230","Trillium stamineum"
"17231","Trillium sulcatum"
"17232","Trillium texanum"
"17233","Trillium underwoodii"
"17234","Trillium undulatum"
"17235","Trillium vaseyi"
"17236","Trillium viride"
"17237","Trillium viridescens"
"17238","Triodanis perfoliata subsp. biflora"
"17239","Triodanis coloradoensis"
"17240","Triodanis holzingeri"
"17241","Triodanis lamprosperma"
"17242","Triodanis leptocarpa"
"17243","Triodanis perfoliata"
"17244","Triodanis texana"
"17245","Triosteum angustifolium"
"17246","Triosteum aurantiacum"
"17247","Triosteum aurantiacum var. aurantiacum"
"17248","Triosteum aurantiacum var. glaucescens"
"17249","Triosteum aurantiacum var. illinoense"
"17250","Triosteum perfoliatum"
"17251","Triphora amazonica"
"17252","Triphora craigheadii"
"17253","Triphora gentianoides"
"17254","Triphora yucatanensis"
"17255","Triphora trianthophora"
"17256","Triphysaria eriantha"
"17257","Triphysaria eriantha subsp. eriantha"
"17258","Triphysaria eriantha subsp. rosea"
"17259","Triphysaria floribunda"
"17260","Triphysaria micrantha"
"17261","Triphysaria pusilla"
"17262","Triphysaria versicolor"
"17263","Triphysaria versicolor subsp. faucibarbata"
"17264","Triphysaria versicolor subsp. versicolor"
"17265","Triplasis americana"
"17266","Triplasis purpurea"
"17267","Tripleurospermum hookeri"
"17268","Tripogonella spicata"
"17269","Tripsacum dactyloides"
"17270","Tripsacum dactyloides"
"17271","Tripsacum lanceolatum"
"17272","Tripterocalyx carneus"
"17273","Tripterocalyx carneus var. carneus"
"17274","Tripterocalyx wootonii"
"17275","Tripterocalyx crux-maltae"
"17276","Tripterocalyx micranthus"
"17277","Graphephorum canescens"
"17278","Koeleria spicata subsp. spicata"
"17279","Graphephorum melicoides"
"17280","Trisetum orthochaetum"
"17281","Koeleria spicata"
"17282","Graphephorum wolfii"
"17283","Tristellateia australasiae"
"17284","Tristiropsis acutangula"
"17285","Triteleia bridgesii"
"17286","Triteleia clementina"
"17287","Triteleia crocea"
"17288","Triteleia crocea"
"17289","Triteleia crocea"
"17290","Triteleia dudleyi"
"17291","Triteleia grandiflora"
"17292","Triteleia grandiflora"
"17293","Triteleia grandiflora"
"17294","Triteleia hendersonii"
"17295","Triteleia hendersonii"
"17296","Triteleia hyacinthina"
"17297","Triteleia ixioides"
"17298","Triteleia ixioides subsp. anilina"
"17299","Triteleia ixioides subsp. cookii"
"17300","Triteleia ixioides subsp. ixioides"
"17301","Triteleia ixioides subsp. scabra"
"17302","Triteleia ixioides subsp. unifolia"
"17303","Triteleia laxa"
"17304","Triteleia lemmoniae"
"17305","Triteleia lilacina"
"17306","Triteleia lugens"
"17307","Triteleia montana"
"17308","Triteleia peduncularis"
"17309","Triteleia versicolor"
"17310","Triteleiopsis palmeri"
"17311","Triumfetta pentandra"
"17312","Triumfetta procumbens"
"17313","Triumfetta semitriloba"
"17314","Trixis californica"
"17315","Trixis inula"
"17316","Trollius laxus"
"17317","Trollius laxus subsp. albiflorus"
"17318","Trollius laxus subsp. laxus"
"17319","Tropidia polystachya"
"17320","Tropidocarpum capparideum"
"17321","Tropidocarpum gracile"
"17322","Tsuga x jeffreyi"
"17323","Tsuga canadensis"
"17324","Tsuga caroliniana"
"17325","Tsuga heterophylla"
"17326","Tsuga mertensiana"
"17327","Tuctoria greenei"
"17328","Tuctoria mucronata"
"17329","Ibervillea macdougalii"
"17330","Ipomoea corymbosa"
"17331","Turnera diffusa"
"17332","Turnera diffusa"
"17333","Turnera ulmifolia"
"17334","Tropidocarpum californicum"
"17335","Vincetoxicum flexuosum var. tenuis"
"17336","Typha x glauca"
"17337","Typha domingensis"
"17338","Typha latifolia"
"17339","Ulmus alata"
"17340","Ulmus americana"
"17341","Ulmus crassifolia"
"17342","Ulmus rubra"
"17343","Ulmus serotina"
"17344","Ulmus thomasii"
"17345","Umbellularia californica"
"17346","Umbellularia californica"
"17347","Umbellularia californica"
"17348","Uncaria lanosa var. korrensis"
"17349","Ungnadia speciosa"
"17350","Uniola paniculata"
"17351","Uraria crinita"
"17352","Urochloa adspersa"
"17353","Urochloa arizonica"
"17354","Urochloa ciliatissima"
"17355","Urochloa fusca"
"17356","Urochloa glumaris"
"17357","Urochloa platyphylla"
"17358","Urochloa texana"
"17359","Urtica chamaedryoides"
"17360","Urtica gracilis"
"17361","Urtica gracilis subsp. holosericea"
"17362","Urtica gracilenta"
"17363","Urvillea ulmacea"
"17364","Utricularia amethystina"
"17365","Utricularia bifida"
"17366","Utricularia caerulea"
"17367","Utricularia cornuta"
"17368","Utricularia floridana"
"17369","Utricularia foliosa"
"17370","Utricularia geminiscapa"
"17371","Utricularia gibba"
"17372","Utricularia inflata"
"17373","Utricularia intermedia"
"17374","Utricularia juncea"
"17375","Utricularia macrorhiza"
"17376","Utricularia minor"
"17377","Utricularia ochroleuca"
"17378","Utricularia olivacea"
"17379","Utricularia purpurea"
"17380","Utricularia radiata"
"17381","Utricularia resupinata"
"17382","Utricularia simulans"
"17383","Utricularia striata"
"17384","Utricularia subulata"
"17385","Utricularia uliginosa"
"17386","Uvularia floridana"
"17387","Uvularia grandiflora"
"17388","Uvularia perfoliata"
"17389","Uvularia puberula"
"17390","Uvularia sessilifolia"
"17391","Vaccinium x atlanticum"
"17392","Vaccinium x carolinianum"
"17393","Vaccinium x dobbinii"
"17394","Vaccinium x marianum"
"17395","Vaccinium alaskaense"
"17396","Vaccinium angustifolium"
"17397","Vaccinium arboreum"
"17398","Vaccinium boreale"
"17399","Vaccinium caesariense"
"17400","Vaccinium cespitosum"
"17401","Vaccinium corymbosum"
"17402","Vaccinium crassifolium"
"17403","Vaccinium crassifolium"
"17404","Vaccinium darrowii"
"17405","Vaccinium deliciosum"
"17406","Vaccinium corymbosum"
"17407","Vaccinium erythrocarpum"
"17408","Vaccinium formosum"
"17409","Vaccinium fuscatum"
"17410","Vaccinium geminiflorum"
"17411","Vaccinium hirsutum"
"17412","Vaccinium macrocarpon"
"17413","Vaccinium membranaceum"
"17414","Vaccinium myrsinites"
"17415","Vaccinium myrtilloides"
"17416","Vaccinium myrtillus"
"17417","Vaccinium ovalifolium"
"17418","Vaccinium ovatum"
"17419","Vaccinium oxycoccos"
"17420","Vaccinium pallidum"
"17421","Vaccinium parvifolium"
"17422","Vaccinium scoparium"
"17423","Vaccinium corymbosum"
"17424","Vaccinium stamineum"
"17425","Vaccinium tenellum"
"17426","Vaccinium uliginosum"
"17427","Vaccinium pallidum"
"17428","Vaccinium vitis-idaea"
"17429","Vaccinium vitis-idaea"
"17430","Vachellia bravoensis"
"17431","Vachellia choriophylla"
"17432","Vachellia constricta"
"17433","Vachellia farnesiana"
"17434","Vachellia farnesiana var. pinetorum"
"17435","Vachellia macracantha"
"17436","Vachellia rigidula"
"17437","Vachellia schottii"
"17438","Vachellia tortuosa"
"17439","Vachellia vernicosa"
"17440","Vahlodea atropurpurea"
"17441","Valeriana acutiloba"
"17442","Valeriana acutiloba var. acutiloba"
"17443","Valeriana acutiloba var. pubicarpa"
"17444","Valeriana arizonica"
"17445","Valeriana californica"
"17446","Valeriana columbiana"
"17447","Valeriana dioica"
"17448","Valeriana dioica var. sylvatica"
"17449","Valeriana edulis"
"17450","Valeriana edulis var. ciliata"
"17451","Valeriana edulis subsp. edulis"
"17452","Valeriana occidentalis"
"17453","Valeriana pauciflora"
"17454","Valeriana scandens"
"17455","Valeriana scouleri"
"17456","Valeriana sitchensis"
"17457","Valeriana sorbifolia"
"17458","Valeriana texana"
"17459","Valeriana uliginosa"
"17460","Valeriana amarella"
"17461","Valeriana chenopodiifolia"
"17462","Valeriana florifera"
"17463","Valeriana fedtschenkoi"
"17464","Valeriana nuttallii"
"17465","Valeriana ozarkana"
"17466","Valeriana arkansana"
"17467","Valeriana woodsiana"
"17468","Valeriana stenocarpa"
"17469","Valeriana edwardsensis"
"17470","Valerianella umbilicata"
"17471","Vallesia antillana"
"17472","Vallisneria americana"
"17473","Chrysothamnus stylosus"
"17474","Vancouveria chrysantha"
"17475","Vancouveria hexandra"
"17476","Vancouveria planipetala"
"17477","Vanilla barbellata"
"17478","Vanilla dilloniana"
"17479","Vanilla inodora"
"17480","Vanilla phaeantha"
"17481","Vanilla planifolia"
