"patent_id"	"latin_name"	"plant_variety"
"PP35444"	"Persea americana Mill"	"BL516"
"PP27807"	"Gaillardia aristata"	"GAIZ0005"
"PP19933"	"Scoparia hybrid"	"USSCO401-3"
"PP23331"	"Dianthus hybrid"	"Very Cherry"
"PP29038"	"Rosa hybrida"	"Radgardebyel"
"PP24816"	"Mandevilla hybrida"	"Alegnuflor999"
"PP32600"	"Guzmania"	"CROWN"
"PP19930"	"Aster novi-belgii"	"Victoria Mathilde"
"PP16385"	"Pelargonium×hortorum"	"Clips Redthree"
"PP16582"	"Rosa hybrid"	"Poulpar034"
"PP33564"	"Cephalanthus occidentalis"	"SMCBM"
"PP19635"	"Asarina"	"Sunasashiro"
"PP28765"	"Begonia hybrid"	"Enchanted Moonlight"
"PP18925"	"Browallia"	"UNHBR12"
"PP34720"	"Olea europaea L."	"‘I-30’"
"PP26679"	"Vaccinium corymbosum L."	"FL06-377"
"PP28452"	"Verbena×hybrida"	"Balendmag"
"PP19940"	"Camellia japonica"	"Kerguelen"
"PP26851"	"Impatiens hybrida hort"	"SAKIMP035"
"PP25978"	"Helenium hybrida"	"Salsa"
"PP18846"	"Spathiphyllum Schott"	"Sweet Silvana"
"PP28273"	"Coprosma repens"	"Ignite"
"PP25405"	"Diascia×hybrida"	"Aurora Light Pink"
"PP26995"	"Spiraea japonica"	"SMNSJMFP"
"PP20110"	"Vitis vinifera"	"Sheegene-13"
"PP31861"	"Rosa hybrida"	"WEKjucistwe"
"PP25350"	"Chelone lyonii"	"Armtipp02"
"PP27248"	"Prunus avium"	"Glenheart"
"PP24909"	"Mandevilla sanderi"	"Duemarros"
"PP27567"	"Heuchera hybrid"	"TNHEUCHA"
"PP28234"	"Malus domestica (Borkh.)"	"RS1"
"PP18713"	"Rosa hybrida"	"AUShomer"
"PP33271"	"Malus domestica"	"DS 102"
"PP32900"	"Astilbe arendsii"	"Perfect Day"
"PP20972"	"Prunus salicina"	"Fallette"
"PP31032"	"Solenostemon scutellarioides"	"Docogrefayo"
"PP24144"	"Hydrangea macrophylla (Thunb.)"	"BC6.8"
"PP33777"	"Brunnera macrophylla"	"Alexandria"
"PP21557"	"Prunus salicina"	"Black Garabedian"
"PP24231"	"Chrysanthemum×morifolium"	"Veritas Yellow"
"PP29388"	"Phalaenopsis hybrid"	"PHALYDSAP"
"PP25922"	"Mandevilla hybrida"	"Lancolorado"
"PP26028"	"Astilbe hybrid"	"Amber Moon"
"PP15531"	"Chrysanthemum morifolium"	"Spritza Time Yellow"
"PP30694"	"Kalanchoe hybrid"	"Dragonfire"
"PP21487"	"Pelargonium zonale"	"Duevilicha"
"PP29234"	"Monarda didyma"	"Pardon My Cerise"
"PP20879"	"Hydrangea macrophylla hybrid"	"Horpa"
"PP32375"	"Agastache hybrid"	"ASUMO02-0"
"PP16080"	"Leucocoryne species"	"Paulina"
"PP16090"	"Lilium L. orienpet (oriental×trumpet)"	"Tarragona"
"PP28171"	"Prunus persica"	"SMOOTH TEXAN ONE"
"PP20876"	"Petunia×hybrida"	"Duepotpihop"
"PP21949"	"Begonia semperflorens"	"Sunbegobupi"
"PP19277"	"Lagerstroemia indicia' prostrata'"	"Cascading Pink Lady"
"PP33831"	"Caladium X hortulanum"	"CRM STR OF15-691"
"PP27596"	"Clematis hybrid"	"TRA35"
"PP27392"	"Cynodon transvaalensis×Cynodon dactylon"	"DT-1"
"PP23816"	"Caladium×hortulanum"	"Sweet Carolina"
"PP26300"	"Vitis vinifera"	"Tawny Seedless"
"PP23385"	"Viburnum sp. L."	"PIIVIB-I"
"PP15510"	"Chrysanthemum×morifolium"	"Sercia"
"PP18306"	"Osteospermum ecklonis"	"Oslipu"
"PP26010"	"Impatiens×hybrida"	"Balboufink"
"PP33593"	"Mandevilla sanderi (Hemsl.) Woodson"	"PATMANROS2"
"PP24794"	"Peperomia deppeana×quadrifolia"	"HOPE"
"PP26867"	"Campanula glomerata"	"Chico Merano"
"PP24758"	"Bougainvillea×spectro-glabra"	"IREBABS1"
"PP21062"	"Helleborus niger×Helleborus sternii"	"HGP01"
"PP26842"	"Weigela florida"	"Velda"
"PP18687"	"Prunus sp."	"Plumsweet VI"
"PP32139"	"Lantana camara L."	"LANZ0035"
"PP34611"	"Rosa hybrida"	"Poulpar119"
"PP22469"	"Rosa hybrida"	"WEKspitrib"
"PP31914"	"Ulmus parvifolia"	"DavesStraightUp"
"PP32924"	"Rosa hybrida"	"KORpot092"
"PP17228"	"Epimedium sp."	"PINK ELF"
"PP27370"	"Abelia mosanensis"	"SMNAMDS"
"PP30589"	"Rosa hybrida"	"SPROLEMANGO"
"PP16726"	"Phlox drummondii"	"Sunphlore"
"PP29841"	"Echeveria hybrid"	"Arctic Lace"
"PP29304"	"Gardenia jasminoides"	"Prince Charles"
"PP28036"	"Calibrachoa hybrida"	"INCALMIABE"
"PP32785"	"Distylium hybrida"	"BLDY02"
"PP30206"	"Salvia hybrida"	"BBSAL09001"
"PP18725"	"Osteospermum ecklonis"	"Osnewi"
"PP29181"	"Pelargonium×hortorum"	"Duepelsurneviol17"
"PP34412"	"(Aechmea eurycorymbus x A. aquilegia) X (Aechmea blanchetiana x A. callichroma)"	"‘Don Juan’"
"PP34043"	"Rosa hybrida"	"KORhesanwes"
"PP24496"	"Hibiscus rosa-sinensis"	"DUP-WHDX"
"PP35678"	"Prunus amygdalus Batsch."	"Buralmfour"
"PP26799"	"Vitis interspecific hybrid"	"IFG Twenty"
"PP25532"	"Rubus subg. Rubus Watson"	"Columbia Star"
"PP16167"	"Dahlia variabilis"	"Baldelrasp"
"PP25639"	"Perovskia atriplicifolia"	"CrazyBlue"
"PP17856"	"Chrysanthemum×morifolium"	"Dekproud"
"PP35249"	"Begonia boliviensis X Begonia x tuberhybrida"	"KROUTBA01"
"PP18173"	"Heuchera spp."	"Ginger Ale"
"PP21598"	"Petunia hybrida"	"Pic Redda"
"PP23141"	"Lomandra longifolia"	"JB2LIME"
"PP17651"	"Echinacea hybrida"	"Twilight"
"PP32047"	"Rubus idaeus L."	"Atena"
"PP26635"	"Pelargonium peltatum"	"Pacsally"
"PP15859"	"Rosa hybrida"	"POULcs015"
"PP20411"	"Echinacea purpurea"	"Red Knee High"
"PP28037"	"Diascia barberae"	"DDIASC990"
"PP18156"	"Gypsophila hybrida"	"Esm Cirque"
"PP33772"	"Colocasia hybrid"	"Pharaohs Mask"
"PP26406"	"Mandevilla hybrida"	"Lansouthcarolina"
"PP22166"	"Gerbera×hybrida"	"Lekgersams"
"PP31264"	"Hydrangea macrophylla"	"Hokomarore"
"PP25254"	"Chrysanthemum×morifolium"	"Veritas Orange"
"PP32423"	"Hydrangea macrophylla"	"H218914"
"PP30383"	"Rosa hybrida"	"FARROWRSP"
"PP18621"	"Pelargonium×hortorum"	"KLEPZ05129"
"PP22932"	"Petunia×hybrida"	"Dueswegrice"
"PP35059"	"Brunnera macrophylla"	"Frostbite"
"PP15687"	"Verbena×hybrida"	"Duplena"
"PP33823"	"Phalaenopsis hybrida"	"Splash Gordon"
"PP23689"	"Prunus persica"	"Burpeachtwentyeight"
"PP35459"	"Euphorbia pulcherrima"	"NPCW22405"
"PP20314"	"Prunus persica"	"UFRoyal"
"PP24569"	"Vaccinium corymbosum L."	"DrisBlueSix"
"PP29048"	"Prunus avium L."	"SMS-16-CA 2014-16"
"PP34128"	"Geranium wallichianum"	"KELLY ANNE"
"PP23011"	"Chrysanthemum×morifolium"	"Syaid Redfi"
"PP34542"	"Rhododendron hybrida"	"‘HoldenRhodo214’"
"PP33386"	"Vitis vinifera"	"ITUMEIGHT"
"PP16352"	"Dahlia (hybrid)"	"Mauritius"
"PP15751"	"Pelargonium peltatum"	"Dueamelia"
"PP36138"	"Physocarpus opulifolius"	"SMPOCGT"
"PP18078"	"Abutilon hybrid"	"Oosttrump"
"PP28268"	"Rosa hybrida/Floribunda Rose Plant"	"cv. Sprosul"
"PP34420"	"Geum coccineum Sm. x G. quellyon Sweet (syn. G. chiloense hort.)"	"‘MACGEU007’"
"PP35932"	"Allium nutans"	"FB2020"
"PP28867"	"Lavandula angustifolia"	"Annet"
"PP17760"	"Zantedeschia spp."	"Purple Heart"
"PP22197"	"Echinacea hybrid"	"Summer Sun"
"PP20978"	"Rosa hybrida"	"BENocho"
"PP21976"	"Spiraea fritschiana×Spiraea japonica"	"Zelda"
"PP27804"	"Petunia hybrida"	"PEHY0008"
"PP28599"	"Lantana camara"	"VOLLAN 1317"
"PP20152"	"Verbena hybrida"	"Duempdared"
"PP35383"	"Helleborus orientalis X Helleborus ericsmithii"	"ET EPB 731"
"PP36285"	"Westringia fruticosa"	"WES10"
"PP21438"	"Dianthus×hybrida"	"Starlette"
"PP25816"	"Chrysanthemum×morifolium"	"Fimmdaybriyel"
"PP35354"	"Leucophyllum frutescens X laevigatum"	"Purple Rain"
"PP24718"	"Petunia×hybrida"	"Sunsurf Grihuti"
"PP20040"	"Weigela florida"	"DV Putten"
"PP22553"	"Chrysanthemum×morifolium"	"Yellow Greenrunner"
"PP16058"	"Chrysanthemum Dendranthema Indicum"	"Lexy"
"PP20868"	"Hebe hybrid"	"Silver Lady"
"PP28881"	"Phlox borealis×Phlox bifida"	"Pink Parasol"
"PP33351"	"Rosa hybrida"	"Poulpah103"
"PP34055"	"Phalaenopsis hybrid"	"PHA1577644"
"PP29029"	"Calibrachoa sp."	"INCALTRSUN"
"PP23423"	"Cornus kousa var. chinensis"	"Losely"
"PP21571"	"Eucalyptus grandis"	"G2"
"PP34953"	"Weigela florida"	"VBL1"
"PP17872"	"Chrysanthemum×morifolium"	"Gentle Yoalberta"
"PP19305"	"Veronica hybrida"	"YABPIN"
"PP32520"	"Gypsophila paniculata"	"DGYPMILCS"
"PP18860"	"Rosa hybrida"	"BENuno"
"PP29699"	"Rosa hybrida"	"WEKmoridahor"
"PP35104"	"Spathiphyllum sp. Schott"	"CORSPAVAR2"
"PP30679"	"Euphorbia pulcherrima Willd."	"Q103"
"PP33055"	"Aloe hybrid"	"SNOW DRIFT"
"PP33894"	"Zantedeschia sprengeri"	"Dozanwhiho"
"PP16194"	"Impatiens hawkeri"	"Visinfdsg"
"PP23953"	"Rosa hybrida"	"KORpot020"
"PP21502"	"Calibrachoa sp."	"Duealtihotpi"
"PP23181"	"Leucanthemum×superbum (L. Burbank)"	"Banana Cream"
"PP32385"	"Primula vulgaris"	"KERBELBLIC"
"PP33364"	"Hydrangea paniculata"	"LC NO6"
"PP29298"	"Heuchera hybrid"	"Red Sea"
"PP26177"	"Citrus maxima×Citrus paradisi"	"914"
"PP17862"	"Chrysanthemum×morifolium"	"Yokilleen"
"PP21428"	"Salvia jamensis"	"Melen"
"PP34750"	"Fragaria ananassa"	"‘SB_14_169-039’"
"PP32263"	"Kniphofia hybrid"	"Joker's Wild"
"PP15939"	"Osteospermum ecklonis"	"Duesumwhite"
"PP22926"	"Phlox paniculata"	"Party Punch"
"PP20401"	"Chrysanthemum morifolium"	"GG GOBLT 08"
"PP21021"	"Campanula hybrida"	"Viking"
"PP30899"	"Verbena hybrida"	"RIKAV45801"
"PP31995"	"Spiraea hybrid"	"JN Select J"
"PP21896"	"Chrysanthemum×morifolium"	"Mefisto Purple"
"PP27266"	"Phlox carolina×Phlox maculata"	"Zenith"
"PP26534"	"Rosa hybrid"	"Poulty017"
"PP33700"	"Citrus clementina hort. Ex Tanaka x Citrus reticulata Blanco"	"Sweet Cott 2"
"PP28794"	"Buddleia davidii"	"SMNBDBT"
"PP25614"	"Agastache hybrid"	"Kudos Ambrosia"
"PP17895"	"Petunia×hybrida"	"USTUNI8902"
"PP16026"	"Ligularia×Hessei"	"Laternchen"
"PP29587"	"Actinidia chinensis Planch"	"AU Gulf Coast Gold"
"PP25349"	"Medinilla sp."	"Magic"
"PP24651"	"Agapanthus orientalis"	"PMN06"
"PP26857"	"Petunia×hybrida"	"Duepepcer"
"PP33107"	"Sedum spurium"	"TAT1801"
"PP27176"	"Fuchsia hybrid"	"FWURB19-0"
"PP32983"	"Rosa hybrid"	"GRAalpha"
"PP34006"	"Vitis vinifera"	"Prosperity Seedless"
"PP15749"	"Chrysanthemum×morifolium"	"Storm"
"PP22171"	"Rosa hybrida shrub."	"AUSnyson"
"PP15930"	"Scaevola aemula"	"Zig zag"
"PP16656"	"Campsis radicans"	"Huitan"
"PP19036"	"Rosa hybrida"	"BAIrefit"
"PP16174"	"Stenotaphrum secundatum"	"B12"
"PP21115"	"Pelargonium peltatum"	"KLEPP08207"
"PP21749"	"Chrysanthemum morifolium"	"PPP MORA 09"
"PP32133"	"Heuchera hybrid"	"IFHEORR"
"PP32580"	"Metasequoia glyptostroboides"	"Soul Fire"
"PP33856"	"Verbena x hybrida"	"KLEVP20052"
"PP16753"	"Malus domestica"	"Dalitron"
"PP24553"	"Spirea bumalda"	"BL0601"
"PP32958"	"Phalaenopsis hybrid"	"PHALGRYLIA"
"PP18615"	"Verbena hybrida"	"Sunmarired"
"PP27041"	"Chrysanthemum×morifolium Ramat."	"Zanmuglow Yellow"
"PP25396"	"Verbena hybrida"	"RIKAV18302"
"PP29397"	"Heuchera hybrid"	"TNHEUNEA"
"PP33845"	"Buddleja hybrid"	"Balchryran"
"PP26792"	"Rosa hybrid"	"Poulren024"
"PP20342"	"Rubus idaeus"	"RADIANCE"
"PP21861"	"Heuchera hybrid"	"Lime Marmalade"
"PP19511"	"Olea europaeal/Olive Tree"	"Chiquitita"
"PP27091"	"Chrysanthemum×morifolium"	"Fimmsunpur"
"PP27261"	"Phalaenopsis hybrida"	"Double Delight"
"PP29082"	"Portulaca umbraticola Kunth"	"LAZPRT1502"
"PP22413"	"Hosta hybrid (Tratt.)"	"Seducer"
"PP22795"	"Rhododendron sp."	"MNIHAR019"
"PP26408"	"Alpinia afficinarum"	"McghieJCG"
"PP26803"	"Juniperus squamata"	"Little Joanna"
"PP34758"	"Chrysanthemum X morifolium"	"‘DLFBERI1’"
"PP26794"	"Rosa hybrid"	"Poulcas044"
"PP30513"	"Vitis L. hybrid"	"Enchantment"
"PP31484"	"Phlox subulata"	"Eye Candy"
"PP19185"	"Dahlia sp."	"DAFEMTEN"
"PP34561"	"Vitis vinifera L."	"SV34-150-338"
"PP31425"	"Plectranthus scutellarioides"	"UF15-97-9"
"PP30890"	"Buxus sempervirens"	"BHGC01"
"PP30051"	"Pelargonium interspecific"	"PEQZ0029"
"PP33349"	"Rosa hybrida"	"Poulty025"
"PP32427"	"Dianthus caryophyllus"	"KLEDP19309"
"PP19256"	"Calibrachoa sp."	"Cal Paicoras"
"PP24279"	"Persea americana Mill."	"Steddom"
"PP35622"	"Petunia X hybrida"	"Dopetsmarwipin"
"PP22518"	"Begonia elatior"	"Have02"
"PP28573"	"Echinacea purpurea"	"Rainb299"
"PP30495"	"Hydrangea macrophylla"	"H217902"
"PP15941"	"Geranium pratense"	"New Dimension"
"PP34256"	"Echeveria lilacina x E. parva."	"AMIECH2009"
"PP23558"	"Rosa hybrida"	"KORfloci23"
"PP25640"	"Digitalis×hybrida"	"Takforugl"
"PP21655"	"Brachyscome multifida"	"Bonbraho"
"PP21821"	"Mandevilla hybrida"	"Rita Marie Otwell Green"
"PP32538"	"Juniperus virginiana"	"Butterfield"
"PP21939"	"Mandevilla hybrida"	"Sunpararopi"
"PP28949"	"Solenostemon sp."	"SAKCOL019"
"PP19586"	"Petunia hybrida"	"Petouch"
"PP35125"	"Hydrangea macrophylla"	"RLL-12-20"
"PP24054"	"Malus domestica"	"WA 5"
"PP21897"	"Chrysanthemum×morifolium"	"Mouria Yellow"
"PP22378"	"Pelargonium zonale"	"Duevisalen"
"PP29833"	"Lupinus hybrid"	"WCLRATH"
"PP19849"	"Pyrus communis"	"Todd"
"PP24092"	"Malus domestica Mill."	"Fujion"
"PP30474"	"Humulus lupulus L."	"Hort0605"
"PP16825"	"Begonia×hiemalis"	"Bbsophia"
"PP30248"	"Vanda Jones ex R. Br."	"SPCDW1517"
"PP35852"	"Vaccinium corymbosum L."	"BLUECSOL11"
"PP29037"	"Sutera cordata"	"G13340"
"PP26712"	"Adenanthos sericeus"	"CHRISTAL"
"PP34714"	"Delphinium elatum X (Delphinium x belladonna)"	"ET DLP 829"
"PP35746"	"Rosa x hybrida"	"TMRO14-08"
"PP30087"	"Vaccinium corymbosum"	"VacBri 1"
"PP26472"	"Scaevola aemula"	"BONSCA 1151"
"PP27828"	"Prunus persica"	"American"
"PP34658"	"Malus domestica"	"R204"
"PP25779"	"Dahlia Cav."	"DAFEMOGTYVE"
"PP17908"	"Rosa hybrida"	"SPRolife"
"PP20187"	"Senecio cruentus×Senecio heritieri"	"Sunsenebaibai"
"PP35403"	"Coreopsis grandiflora"	"MVNC1904"
"PP16259"	"Phlox paniculata"	"Bartwentynine"
"PP22855"	"Bacopa hybrid"	"Duebahwini"
"PP33641"	"Phlox x procumbens"	"Dophlowopi"
"PP18818"	"Angelonia angustifolia"	"Balangbakin"
"PP19096"	"Petunia×hybrida"	"Fort Trailing Light Lavender"
"PP33141"	"Mandevilla hybrida"	"Sunpa 4411"
"PP28125"	"Alstroemeria hybrida"	"Tesvalen imp."
"PP16036"	"Kniphofia uvaria"	"First Surprise"
"PP22500"	"Rosa hybrida"	"KORburnab"
"PP24989"	"Impatiens hawkeri"	"Duemaghopi"
"PP24948"	"Citrus deliciosa Ten (ex C. reticulata Blanco)"	"HADASS"
"PP23426"	"Leucanthemum maximum"	"LEUZ0001"
"PP32500"	"Fragaria x ananassa"	"DrisStrawSeventyOne"
"PP31680"	"Salvia nemorosa"	"SSLVI08-0"
"PP35653"	"Dianthus allwoodii hort."	"WP22 ELECDR"
"PP32993"	"Delphinium elatum X (Delphinium x belladonna)"	"ET DLP 17-10"
"PP20582"	"Brachycome angustifolia"	"Enduring Blue"
"PP19323"	"Hypericum androsaemum"	"Esm Ora"
"PP26321"	"Chrysanthemum×morifolium"	"CIFZ0014"
"PP17067"	"Chrysanthemum morifolium"	"Gedi Three Pora"
"PP20303"	"Rosa hybrida"	"WEKglezneo"
"PP31434"	"Salvia nemorosa"	"Perfect Profusion"
"PP22190"	"Rosa hybrida"	"Chewperadventure"
"PP29292"	"Lantana camara L. (Lantana strigocamara R.W. Sanders)."	"UF-1013A-2A"
"PP32404"	"Achillea hybrid"	"‘Firefly Peach Sky’"
"PP16177"	"Vitis vinifera"	"Sugratwentyfour"
"PP32718"	"Vaccinium corymbosum"	"TH-1334"
"PP20517"	"Torenia sp."	"DANLOV233"
"PP16399"	"Vitis sp."	"G1-6819"
"PP18775"	"Verbena×hybrida"	"Iplilena"
"PP29314"	"Portulaca oleracea"	"DPAZORFLAR"
"PP16388"	"Rosa hybrida"	"JACzeman"
"PP34004"	"Heliotropium hybrida"	"WNHPAULAV"
"PP28139"	"Acer rubrum"	"Miller"
"PP31930"	"Lavandula stoechas"	"Anouk Deluxe 108"
"PP29808"	"Impatiens hawkeri"	"IMGZ0011"
"PP28792"	"Prunus persica"	"Burpeachthirtynine"
"PP35371"	"Phalaenopsis hybrid"	"PHA858376"
"PP31113"	"Clematis viticella"	"Evipo081"
"PP29817"	"Calibrachoa hybrida"	"CBRZ0013"
"PP18628"	"Pelargonium×hortorum"	"KLEPZ05141"
"PP15724"	"Calibrachoa sp."	"USCALI4"
"PP36032"	"Pelargonium zonale x P. peltatum interspecific hybrid"	"PacPX18593"
"PP29228"	"Symphyotrichum novi-belgii"	"Zanaslisu"
"PP17023"	"Phygelius aequalis×capensis"	"Yapor"
"PP23570"	"Rosa hybrida"	"KORsteflali"
"PP29890"	"Prunus laurocerasus"	"Jong2"
"PP16923"	"Coreopsis hybrida"	"Limerock Dream"
"PP24878"	"Rubus L. subgenus Rubus"	"DrisBlackSeven"
"PP27076"	"Solenostemon scutellarioides"	"UF08-5-10"
"PP26169"	"Rosa hybrida/Grandiflora Rose Plant"	"Meilantmen"
"PP20464"	"Hydrangea macrophylla"	"Magical Emerald"
"PP19275"	"Calathea hybrid"	"TWYCA0043"
"PP35982"	"Mandevilla sanderi"	"Dodipcho"
"PP34759"	"Phalaenopsis hybrid"	"‘PHA731834’"
"PP30651"	"Caladium X hortulanum"	"Bottle Rocket"
"PP32620"	"Fragaria x ananassa"	"Falco"
"PP19683"	"Anthurium hybrida"	"TWYANAL11"
"PP32854"	"Prunus persica (L.) Batsch"	"JAM 23"
"PP24590"	"Phalaenopsis hybrid"	"Prima Piano"
"PP28774"	"Prunus persica (L.) Batsch"	"CRISPONDA"
"PP19179"	"Petunia hybrida"	"Petpuvivi"
"PP19568"	"Fuchsia×hybrida"	"Sanifpirave"
"PP33735"	"Rubus idaeus"	"ENDURANCE"
"PP17953"	"Alstroemeria hybrida"	"Pandora"
"PP32648"	"Calibrachoa"	"BBCAL99001"
"PP33925"	"Phalaenopsis hybrida"	"Secret Messages"
"PP24376"	"Phalaenopsis hybrid"	"SUPHAL1109"
"PP24983"	"Chrysanthemum×morifolium"	"CIDZ0047"
"PP18641"	"Osteospermum ecklonis"	"KLEOE05119"
"PP30274"	"Dianthus hybrida"	"KonD1044K2"
"PP33788"	"Tradescantia cerinthoides"	"EC-TRADE-2011"
"PP26562"	"Sansevieria aeethiopica×cylindrica"	"SUPSAN1301"
"PP32372"	"Dieffenbachia sanguine schott"	"COOL BEAUTY"
"PP24156"	"Euonymus japonicus"	"Lankveld03"
"PP28320"	"Verbena sp."	"KLEVP15616"
"PP34775"	"Fragaria x ananassa"	"DrisStrawNinetySix"
"PP32158"	"Sedum kamtschaticum (Fisch.)"	"Yellow Brick Road"
"PP35781"	"Rosa hybrida"	"Poulcas073"
"PP25876"	"Baptisia hybrid"	"Lavender Rose"
"PP29150"	"Clematis viticella"	"Evipo077"
"PP22431"	"Vitis vinifera"	"Sugrathirtyeight"
"PP22618"	"Chrysanthemum×morifolium Ramat."	"Zanmugolmine"
"PP20482"	"Pelargonium sp."	"Cante Fir09"
"PP21980"	"Tiarella cordifolia"	"Delaware"
"PP32742"	"Actinidia chinensis Planch."	"AC 501 022"
"PP31188"	"Portulaca oleraea"	"DPORPZNYLW"
"PP27331"	"Callistemon viminalis"	"LJ1"
"PP29198"	"Echeveria gigantea×E. pulidonis"	"EC-ECH-02"
"PP32912"	"Pelargonium x hortorum X Pelargonium peltatum"	"Pactiodare"
"PP30539"	"Prunus persica var. nucipersica"	"Spring Blaze"
"PP36319"	"Vaccinium corymbosum"	"BWPBLUE02"
"PP23793"	"Rosa hybrida"	"KORpot007"
"PP19564"	"Prunus×cerasifera"	"cv. Cripoizam"
"PP22952"	"Mandevilla hybrida"	"Vivian"
"PP28554"	"Hibiscus rosa-sinensis"	"Langila"
"PP32845"	"Delosperma cooperi"	"Dodelrochryor"
"PP30806"	"Delosperma spp."	"Orange Crush"
"PP17669"	"Loropetalum chinense var. rubrum Yieh"	"Sato's Dwarf Red"
"PP27611"	"Pelargonium peltatum"	"Pachafred"
"PP25338"	"Pelargonium grandiflorum"	"Regblabe"
"PP21501"	"Calibrachoa sp."	"Duealtisopi"
"PP18478"	"Astrantia major"	"Florence"
"PP30154"	"Chrysanthemum x morifolium Ramat."	"Zanmulpine"
"PP21387"	"Argyranthemum×hybrida"	"Bonmadcivy"
"PP15553"	"Prunus salicina"	"Holiday"
"PP24703"	"Buxus microphylla"	"Little Missy"
"PP21589"	"Clethra alnifolia"	"Caleb"
"PP17516"	"Angelonia angustifolia"	"Balangdarla"
"PP24229"	"Gardenia augusta"	"Buttons"
"PP18274"	"Chrysanthemum×morifolium"	"Dekchironne"
"PP30998"	"Echinacea x hybrida"	"Balevoeen"
"PP27094"	"Caladium×hortulanum"	"Chinook"
"PP18935"	"Prunus persica var. nectarine"	"Summer Lion IV"
"PP23669"	"Prunus persica L."	"NJ354"
"PP16961"	"Rosa hybrid"	"Poulcas024"
"PP18205"	"Fuchsia×hybrida"	"Kiefubart"
"PP22967"	"Heuchera sp."	"Cherry Cola"
"PP24455"	"Sansevieria trifasciata"	"Kristi"
"PP21004"	"Rosa hybrida"	"Esm Durazno"
"PP35640"	"Phalaenopsis hybrida"	"Escapades"
"PP23521"	"Angelonia angustifolia"	"Balarcink"
"PP22029"	"Calibrachoa sp."	"Cal Orngise"
"PP22848"	"Verbena hybrida"	"Sunmaricomu"
"PP17065"	"Lobelia×hybrida"	"Kielowasky"
"PP22109"	"Buddleja weyeriana×Buddleja marubiafolia×(Buddleja davidii×Buddleja crispa)"	"Podaras #4"
"PP19993"	"Vitis rufotomentosa ×(V. champinii)"	"9363-16"
"PP16436"	"Phlox paniculata"	"Barthirtytwo"
"PP32050"	"Lantana camara"	"Balucpea20"
"PP25521"	"Angelonia angustifolia"	"DALON12"
"PP33346"	"Rudbeckia hirta L."	"BullRudi 07"
"PP22824"	"Kalanchoe blossfeldiana"	"Fikalswan"
"PP17993"	"Alstroemeria hybrida"	"Zalsatai"
"PP25558"	"Angelonia angustifolia"	"Balangsparkl"
"PP19567"	"Begonia hybrid"	"Metallic Mist"
"PP36246"	"Delosperma nubigenum"	"S3red"
"PP31161"	"Euphorbia pulcherrima Willd."	"Duepoburnemb"
"PP21202"	"Dischidia hybrida"	"SUPHA08"
"PP34828"	"Cannabis spp."	"3 Crop"
"PP21088"	"Osteospermum ecklonis"	"KLEOE08149"
"PP21064"	"Cotinus obovatus"	"Northstar"
"PP25967"	"Agapanthus hybrid"	"DUNAGA02"
"PP27141"	"Corylus avellana"	"Wepster"
"PP32702"	"Malus xdomestica"	"NY73"
"PP28226"	"Rosa hybrid"	"Poulpal061"
"PP24759"	"Bougainvillea×spectro-glabra"	"IREBABS6"
"PP26494"	"Lavandula stoechas"	"Anouk Deluxe 109"
"PP16570"	"Syringa pekinensis"	"SunDak"
"PP22258"	"Tiarella cordifolia"	"Stephanie Cohen"
"PP29881"	"Interspecific Prunus species"	"Sunset Plapple"
"PP19679"	"Aglaonema commutatum×A.rotundum hybrid"	"TWYAG0001"
"PP20819"	"Chrysanthemum×morifolium"	"Dekgomba Green"
"PP33877"	"Hydrangea paniculala"	"GRHPLS"
"PP29610"	"Celosia plumosa"	"BKCELAPP"
"PP24627"	"Dracaena godseffiana"	"Fudrafut"
"PP28910"	"Hesperaloe parviflora"	"MSWNPered"
"PP19801"	"Begonia×hiemalis"	"BBVOLFU"
"PP28833"	"Vitis vinifera"	"SV22-104e-84"
"PP20568"	"Abelia×grandiflora"	"Rika 1"
"PP22746"	"Hibiscus rosa-sinensis"	"Arionicus"
"PP29260"	"Angelonia angustifolia"	"Balangspird"
"PP18254"	"Lavandula stoechas"	"Violet Lace"
"PP15606"	"Verbena hybrida"	"Lan Depur"
"PP30565"	"Hydrangea quercifolia"	"BIV01"
"PP27214"	"Neoregelia carolinae×Neoregelia×hybrida"	"Liebling"
"PP35078"	"Rubus L. subgenus Rubus"	"DrisBlackThirty"
"PP23707"	"Dahlia Cav."	"DAENOGTYVE"
"PP35439"	"Chrysanthemum x morifolium"	"CIFZ0103"
"PP16316"	"Limonium altaica"	"Danlisadablue"
"PP27969"	"Helleborus×hybridus"	"EPB 20"
"PP34992"	"Distylium sp. hybrid"	"‘DISmd-26-18’"
"PP23432"	"Petunia hybrida"	"PEHY0004"
"PP35378"	"Vitis L. hybrid"	"A-1400"
"PP23348"	"Echinacea purpurea"	"Piccolino"
"PP16362"	"Betula nigra"	"Shiloh Splash"
"PP17252"	"Diascia barberae"	"Dala Reeda"
"PP29281"	"Perovskia atriplicifolia (Benth.)"	"Blue Jean Baby"
"PP30481"	"Phalaenopsis hybrid"	"PHALFUSBI"
"PP16957"	"Rosa hybrida"	"Evera 107"
"PP24186"	"Alstroemeria hybrida"	"Tesima"
"PP24154"	"Salvia microphylla×greggii"	"EGGBEN004"
"PP23318"	"Dianthus caryophyllus"	"KLEDG10118"
