"patent_id"	"latin_name"	"plant_variety"
"PP27504"	"Rubus idaeus"	"INTREPID"
"PP16495"	"Juglans regia"	"Forde"
"PP24930"	"Lobelia speciosa"	"Rose Princess"
"PP22992"	"Impatiens walleriana"	"Balcoree"
"PP15778"	"Chrysanthemum×morifolium"	"Zip"
"PP22359"	"Chamaecyparis lawsoniana"	"Minlem"
"PP30212"	"Vitis vinifera"	"Royal Red"
"PP34999"	"Hakonechloa macra"	"Hakbri1"
"PP25900"	"Hydrangea macrophylla"	"SMHMP1"
"PP27498"	"Monarda didyma"	"Grape Gumball"
"PP26470"	"Petunia×hybrida"	"Sunbui Mirehaha"
"PP17916"	"Aeschynanthus hybrida"	"Twister"
"PP34779"	"Mandevilla sanderi"	"MAN222902"
"PP34781"	"Humulus lupulus L."	"IH101033"
"PP32319"	"Dianthus hybrida"	"DCARE11-0"
"PP18890"	"Cortaderia selloana"	"Silver Star"
"PP26160"	"Echinacea spp."	"Dixie Sun"
"PP33533"	"Plectranthus scutellarioides"	"UF18-97-2"
"PP20635"	"Rosa bybrida"	"Meisentmil"
"PP34011"	"Quercus rubra"	"QRMTF"
"PP19326"	"Impatiens hawkeri"	"Tamar Amethyst"
"PP26410"	"Agastache hybrid"	"Kudos Gold"
"PP28136"	"Interspecific Prunus species"	"Zweet Bettzee"
"PP30223"	"Petunia X hybrida"	"Dopetpepbur"
"PP16883"	"Ulmus parvifolia"	"Whit XXX"
"PP16432"	"Chrysanthemum morifolium"	"Grace Time Sunny"
"PP19877"	"Aechmea chantinii"	"Fantasy"
"PP28960"	"Lagerstroemia indica"	"SB 2011-20"
"PP36050"	"Homalomena rubescens"	"HUTAHM06"
"PP24856"	"Tagetes hybrida"	"09TAG1002"
"PP28851"	"Lavandula stoechas"	"Anouk Deluxe 169"
"PP35390"	"Lantana camara"	"Balshamrold"
"PP15909"	"Dianthus×hybrida"	"Devon Elise"
"PP26163"	"Primula filchnera×Primula sinensis"	"HAK-P-01"
"PP33078"	"Pelargonium interspecific"	"PEQZ0079"
"PP24349"	"Petunia×hybrida"	"Fipetpurheart"
"PP21685"	"Rubus idaeus"	"Elegance"
"PP16536"	"Euphorbia pulcherrima Willd. ex Klotzsch"	"Fismillerl"
"PP17321"	"Impatiens hawkeri"	"Ingscartwo"
"PP26505"	"Clematis lanuginosa"	"Blue Jeanne"
"PP27933"	"Spiraea betulifolia"	"COURISPI01"
"PP35240"	"Helleborus niger X Helleborus x sternii"	"ET EPB SM 14"
"PP20712"	"Rosa hybrida"	"Meihandica"
"PP26968"	"Guzmania cardinalis×Guzmania wittmackii"	"Flo"
"PP21346"	"Osteospermum ecklonis"	"Fidostdapibic"
"PP34660"	"Pieris japonica"	"Piesid2"
"PP19230"	"Argyranthemum frutescens"	"Argypifri"
"PP15980"	"Anthurium andreanum"	"Rijn200002"
"PP30864"	"Malus domestica (Borkh.)"	"UEB 41811"
"PP16912"	"Dahlia hybrida"	"HS Party"
"PP26211"	"Cornus kousa×C. nuttallii"	"KN144-2"
"PP19296"	"Petunia×hybrida"	"Duepotneon"
"PP29716"	"Felicia hybrid"	"RUYFEM1702"
"PP19621"	"Pachysandra terminalis"	"Hakurei"
"PP29226"	"Euphorbia pulcherrima Willd."	"Duepobouq"
"PP33929"	"Andropogon gerardii"	"Holy Smoke"
"PP22396"	"Heucherella hybrid"	"Brass Lantern"
"PP25232"	"Prunus persica"	"Pearlicious XXIII"
"PP25423"	"Caladium×hortulanum"	"Debutante"
"PP23565"	"Hosta hybrid (Tratt.)"	"Wheee!"
"PP28385"	"Pelargonium×hortorum"	"Paciceberg"
"PP21329"	"Phlox glaberrima ssp. triflora"	"Triple Play"
"PP18800"	"Argyranthemum×hybrida"	"Bonmadfropi"
"PP15697"	"Lavandula stoechas"	"Barcelona Bridal Pink"
"PP30287"	"Dianthus caryophyllus"	"Hilbechgre"
"PP26806"	"Impatiens hybrida hort"	"SAKIMP031"
"PP24457"	"Sanseveria cylindrica"	"SAN201202"
"PP25821"	"Phalaenopsis hybrida"	"Grazia"
"PP18297"	"Lantana camara"	"Liberty Bell"
"PP20979"	"Helleborus niger×Helleborus sternii"	"HGP02"
"PP24273"	"Heuchera sp."	"Rio"
"PP16425"	"Calathea hybrida"	"Mia"
"PP24437"	"Rosa hybrida"	"Harpballred"
"PP19753"	"Calibrachoa sp."	"USCALI411-12"
"PP16743"	"Chrysanthemum×morifolium"	"Dekmirka"
"PP34156"	"Calibrachoa x hybrida"	"Balcongwiti"
"PP21789"	"Zoysia macrantha"	"MAC03"
"PP33826"	"Kalanchoe blossfeldiana"	"Dokaladki"
"PP20698"	"Alstroemeria hybrida"	"Zalsamon"
"PP19859"	"Nemesia caerulea"	"Naknem002"
"PP20204"	"Schlumbergera truncata"	"SAMBA BRAZIL"
"PP35545"	"Anthurium andraeanum L."	"AN2429660"
"PP29054"	"Mandevilla sanderi (Hemsl.) Woodson"	"OOSMANPIN1"
"PP32836"	"Pelargonium zonale"	"KLEPZ20550"
"PP20461"	"Caladium×hortulanum"	"Firecracker Red"
"PP19257"	"Corokia virgata"	"Phantom"
"PP21209"	"Hosta hybrid (Tratt.)"	"Tropical Dancer"
"PP33896"	"Vaccinium corymbosum L."	"Sentinel"
"PP24173"	"Mandevilla hybrida"	"Marilyn"
"PP26134"	"Alstroemeria hybrida"	"Zalsatista"
"PP19634"	"Osteospermum ecklonis"	"Sunny Xandra"
"PP24537"	"Salix viminalis×(Salix sachalinensis×Salix miyabeana)"	"Preble"
"PP33583"	"Helleborus niger X Helleborus x hybridus"	"COSEH 7400"
"PP28302"	"Lavandula stoechas"	"Anouk Deluxe 1304"
"PP27916"	"Anthurium andreanum L."	"ANTHEOZO"
"PP20909"	"Pelargonium grandiflorum"	"Regpet"
"PP21711"	"Cercidiphyllum japonicum"	"Biringer"
"PP28310"	"Fragaria ananassa"	"MALGA"
"PP19285"	"Dahlia hybrida"	"VDTG61"
"PP34354"	"Monarda bradburiana"	"Midnight Oil"
"PP27670"	"Phalaenopsis hybrid"	"PHALCTOZYP"
"PP17212"	"Sedum spectabile"	"Hot Stuff"
"PP36182"	"Helleborus ericsmithii X Helleborus x hybridus"	"HG 1414"
"PP31164"	"Verbena hybrida"	"VEAZ0051"
"PP15464"	"Chrysanthemum morifolium"	"Vulcan Time Bronze"
"PP24329"	"Echinacea spp."	"Glowing Dream"
"PP17534"	"Dianthus caryophyllus"	"Yoder Top"
"PP18590"	"Petunia×hybrida"	"KLEPH05117"
"PP17260"	"Petunia hybrida"	"Petwiblvgr"
"PP22980"	"Tibouchina×hybrida"	"TEKO"
"PP18022"	"Pelargonium×hortorum"	"KLEP04133"
"PP21727"	"Cimicifuga simplex×Cimicifuga racemosa"	"Queen of Sheba"
"PP35985"	"Ilex hybrid (Ilex crenata x l. maximowicziana)"	"RutHol8"
"PP15589"	"Calibrachoa species"	"Kakegawa S62"
"PP30035"	"Zamioculcas zamiifolia"	"Dowon"
"PP19850"	"Geranium l."	"Sandrine"
"PP15814"	"Petunia×hybrida"	"Whip Sal"
"PP15912"	"Hydrangea macrophylla"	"White Robe"
"PP21935"	"Acer freemanii×rubrum"	"Shelina's Beauty"
"PP31634"	"Rubus idaeus"	"ABB 123"
"PP28024"	"Dianthus caryophyllus"	"Hilmimi"
"PP22251"	"Hibiscus rosa-sinensis"	"DUP-CRW"
"PP18703"	"Prunus persica"	"July Bright"
"PP30689"	"Impatiens hawkeri"	"Doimtatrure"
"PP15653"	"Pelargonium×hortorum×Pelargonium tongense"	"Cante Coras"
"PP18579"	"Impatiens walleriana"	"Imtracaro"
"PP16507"	"Prunus armeniaca"	"Suaprinine"
"PP31292"	"Rubus L. subgenus Rubus Watson."	"MM01"
"PP34445"	"Tradescantia flumiensis fo. albovittata"	"‘TPIWH01-0’"
"PP33756"	"Malus domestica"	"MN80"
"PP35198"	"hybrid Ilex cultivar"	"RutHol7"
"PP32414"	"Sedum rupestre"	"Gold Form"
"PP21484"	"Euphorbia pulcherrima Willd."	"Duepremimice"
"PP16666"	"Sutera hybrida"	"Balablim"
"PP27961"	"Gerbera hybrida"	"Garkendall"
"PP20108"	"Colocasia"	"Hilo Bay"
"PP32367"	"Pelargonium interspecific"	"PEQZ0049"
"PP29656"	"Geum hybrid"	"Solid Gold Dancer"
"PP28652"	"Lavandula stoechas"	"Anouk Deluxe 1312"
"PP22236"	"Petunia hybrid"	"Daiichi Bluette Purple2"
"PP16739"	"Rosa hybrida"	"Meiviowit"
"PP35505"	"Mangifera indica L."	"Kankun"
"PP27430"	"Begonia×tuberhybrida"	"TMBG0822"
"PP34764"	"Caladium X hortulanum"	"‘GPR OF16-241’"
"PP20766"	"Vitis vinifera L."	"Catena Malbec Clone 17"
"PP26376"	"Verbena hybrida"	"Duewicpur"
"PP20967"	"Argyranthemum frutescens"	"DANARGY27"
"PP34702"	"Clematis viticella"	"‘Evipo109’"
"PP20178"	"Osteospermum ecklonis"	"Tra Yelbic"
"PP28339"	"Prunus persica"	"Red Princess III"
"PP17776"	"Prunus persica"	"CRIMSON PRINCESS"
"PP25808"	"Portulaca hybrida"	"Duecupcar"
"PP32938"	"Pelargonium x hortorum"	"Pacchofire"
"RE49247"	"Colocasia hybrid"	"COPHAMA"
"PP30068"	"Ilex crenata"	"Glorie Dwarf"
"PP28824"	"Echinacea hybrida"	"Apecssior"
"PP25931"	"Petunia sensu wijsman"	"DRAY68"
"PP27080"	"Magnifera indica"	"201230THOM"
"PP17745"	"Chrysanthemum morifolium"	"PPP PAD WH05"
"PP18884"	"Solenostemon scutellarioides"	"MD CURMAG06"
"PP21402"	"Gerbera jamesonii"	"Floglades"
"PP16614"	"Rosa hybrida"	"WEKhilpurnil"
"PP15643"	"Rosa hybrida"	"POULcs006"
"PP31760"	"Phalaenopsis hybrid"	"PHALGANZI"
"PP25568"	"Hibiscus syriacus"	"Gandini Santiago"
"PP20060"	"Calathea hybrid"	"TWYCA0019 2"
"PP32771"	"Escallonia hybrid"	"IB411-6"
"PP35463"	"Echinacea purpurea"	"BullEchipur 112"
"PP20634"	"Cordyline australis"	"Sunrise"
"PP27768"	"Lavandula stoechas"	"DLAVENLPOP"
"PP31570"	"Caladium X hortulanum"	"Xplosion"
"PP30111"	"Anthurium andraeanum Linden ex Andre"	"ARAANTBRO1"
"PP17789"	"Dahlia variabilis"	"Dapasuje"
"PP23046"	"Celosia hybrida"	"Bkcelpi"
"PP29948"	"Pelargonium interspecific"	"PEQZ0013"
"PP27898"	"Westringia fruticosa"	"WES06"
"PP33753"	"Rosa hybrida"	"MEIFFABLE"
"PP21871"	"Heuchera hybrid"	"Berry Smoothie"
"PP24527"	"Portulaca oleracea"	"SAKPOR003"
"PP29503"	"Chamaecyparis obtusa"	"MonYur"
"PP29532"	"Rudbeckia hirta"	"RRISU01-0"
"PP28918"	"Pelargonium peltatum"	"Pacperosy"
"PP29773"	"Pelargonium interspecific"	"PEQZ0027"
"PP22953"	"Mandevilla hybrida"	"Sophia"
"PP31123"	"Hibiscus rosa-sinensis"	"Fire Wind"
"PP35917"	"Mandevilla sanderi (Hemsl.) Woodson"	"MANZ0030"
"PP15495"	"Pelargonium×hortorum"	"Clips Rosspla"
"PP17256"	"Calibrachoa sp."	"Cal Cremey"
"PP29498"	"Salvia pratensis (Linnaeus)"	"Midnight Model"
"PP20612"	"Hosta hybrid (Tratt.)"	"Clovelly"
"PP34461"	"Rosa hybrida"	"‘Poulpar116’"
"PP27920"	"Penstemon hybrida"	"Novapenbel"
"PP22305"	"Chrysanthemum×morifolium"	"Syncin Pueblo"
"PP16818"	"Angelonia hybrid"	"Anpink"
"PP21261"	"Petunia hybrida"	"A-32"
"PP26034"	"Prunus armeniaca"	"Mac12/45"
"PP30849"	"Malus domestica (Borkh.)"	"UEB 42723"
"PP18989"	"Dahlia variabilis"	"Scalet Fern"
"PP32545"	"Dasiphora fruticosa subsp. fruiticosa"	"Hachbianca"
"PP19317"	"Hypericum androsaemum"	"Esm Re"
"PP19122"	"Petunia-calibrachoa Hybrid"	"Kakegawa S91"
"PP22399"	"Rosa hybrida"	"Esm Tecno"
"PP25890"	"Malus domestica Mill."	"Majesty"
"PP29999"	"Phalaenopsis hybrid"	"PHALFAREN"
"PP24022"	"Hibiscus moscheutos×H. coccineus"	"Small Wonders"
"PP35388"	"Thuja plicata x standishii"	"INGGSP"
"PP28577"	"Portulaca oleracea"	"SAKPOR010"
"PP28456"	"Petunia×hybrida"	"Balcushlu"
"PP19138"	"Calibrachoa×hybrida"	"Balcablav"
"PP34603"	"Peperomia caperata"	"EC-PEPE-2101"
"PP32657"	"Nemesia  hybrida Vent."	"INNEMCRARE"
"PP22921"	"Clematis jackmanii"	"UNAI 010"
"PP18506"	"Rosa hybrida"	"BAIsme"
"PP22900"	"Clematis jackmanii"	"UNAI 011"
"PP27059"	"Rosa L."	"Tan07891"
"PP17644"	"Hosta hybrida"	"Forest Fire"
"PP24970"	"Sedum telephium"	"Chocolate Cherry"
"PP29659"	"Alstroemeria hybrida"	"Zaprilisa"
"PP29489"	"Sansevieria trifasciata"	"Lauren"
"PP33778"	"Echinacea spp."	"TNECHPS"
"PP28825"	"Echinacea hybrida"	"Apecssired"
"PP28334"	"Vaccinium hybrid"	"EB 9-4"
"PP18679"	"Chrysanthemum×morifolium"	"Deep Wish"
"PP21905"	"Kniphofia uvaria"	"Red Rocket"
"PP23507"	"Gardenia jasminoides"	"Double Mint"
"PP35015"	"Vaccinium corymbosum L."	"FL09-216"
"PP20444"	"Pelargonium×hortorum"	"Fistan"
"PP17654"	"Hydrangea macrophylla"	"Summer Frost"
"PP15596"	"Fragaria×ananassa"	"Driscoll Cambria"
"PP36264"	"Vitis vinifera"	"Gensel 4"
"PP28018"	"Rosa hybrid"	"Poulpar085"
"PP26390"	"Calibrachoa sp."	"Duehulor"
"PP26343"	"Salvia hybrid"	"Pink Dawn"
"PP25017"	"Begonia rex-cultorum"	"Painter's Palette"
"PP18174"	"Verbascum hybrid (V. phoeniceum×dumulosum)×V. sp. ‘Electric Yellow’)"	"Lemon Sorbet"
"PP22566"	"Lavandula stoechas"	"Vanessa Leigh"
"PP19618"	"×Cupressocyparis leylandii"	"RECO"
"PP21298"	"Torenia fournieri"	"Tor Bule"
"PP31964"	"Cotinus coggygria"	"SMCCDLP"
"PP34730"	"Delosperma nubigenum"	"T1854"
"PP23785"	"Ipomoea batatas (L.)"	"07-146"
"PP22299"	"Mandevilla hybrida"	"VOG 051"
"PP16978"	"Osteospermum fruticosum"	"Kakegawa AU17"
"PP23438"	"Osteospermum ecklonis"	"OSTZ0002"
"PP28417"	"Impatiens×hybrida hort"	"SAKIMP041"
"PP17523"	"Hibiscus rosa-sinensis"	"BIG BIRD"
"PP27706"	"Gentiana scabra×triflora"	"RI0405128"
"PP16242"	"Osteospermum hybrida"	"Balserlav"
"PP19771"	"Chrysanthemum×hybrida"	"00-100-216"
"PP29120"	"Rosa hybrid"	"Poulpar097"
"PP34767"	"Sedum spurium"	"Rock Candy"
"PP20483"	"Hydrangea macrophylla"	"Magical Opal"
"PP16274"	"Aster hybrida"	"Esmguatamala"
"PP22401"	"Rosa hybrida"	"KORfree-0006"
"PP32485"	"Agapanthus africanus"	"Noagcar"
"PP18102"	"Rosa hybrida"	"BAIcent"
"PP18108"	"Nemesia hybrid"	"Nemhapri"
"PP25514"	"Pennisetum hybrid"	"Tift 11"
"PP28780"	"Phalaenopsis hybrid"	"PHALFAMZOL"
"PP23701"	"Phalaenopsis hybrid"	"Pacific Point"
"PP25901"	"Veronica hybrid"	"Baby Bomb"
"PP32003"	"Ipomoea batatas (L.) Lam."	"LA17-54"
"PP32274"	"Buxus hybrid"	"HER2009B01"
"PP16545"	"Chrysanthemum×morifolium"	"Yobrunswick"
"PP27373"	"Tecoma hybrida"	"Sunhorteki"
"PP35740"	"Aechmea fendleri X Aechmea dichlamydea var. trinitensis"	"Blue Wave"
"PP19469"	"Pelargonium citrosum"	"Frosted"
"PP35680"	"Rubus idaeus L."	"Ofelia SO"
"PP15798"	"Aruncus dioicus×Aruncus aethusifolius"	"Misty Lace"
"PP22290"	"Gaura lindheimeri"	"Harrosy"
"PP17998"	"Dianella caerulea"	"DBB03"
"PP35058"	"Anthurium andraeanum L."	"AN2347842"
"PP15639"	"Helleborus niger×H. sternii"	"HGC Silvermoon"
"PP34832"	"Dianthus caryophyllus"	"KLEDP22470"
"PP25439"	"Mentha sp."	"Steens Mint"
"PP16400"	"Hypericum androsaemum"	"Verputa"
"PP35405"	"Salvia x guaranitica"	"Jammin Jazz"
"PP32056"	"Hydrangea paniculata"	"RENSAM"
"PP23730"	"Chrysanthemum×morifolium"	"Purple Mist"
"PP26339"	"Heuchera hybrid"	"Grape Soda"
"PP22826"	"Sedum sp."	"Birthday Party"
"PP22363"	"Physocarpus opulifolius"	"Podaras 2"
"PP27805"	"Campanula glomerata"	"Chantal"
"PP32633"	"Euphorbia pulcherrima Willd."	"Rineal"
"PP27944"	"Caladium×hortulanum"	"JPD 153-20"
"PP25428"	"Heuchera hybrid"	"Zipper"
"PP32354"	"Lantana camara L."	"LANZ0023"
"PP24576"	"Hypericum×inodorum"	"Kolmapuki"
"PP33483"	"Cannabis sativa L."	"Divina"
"PP19380"	"Prunus persica"	"Nectarjewel"
"PP18296"	"Petunia×hybrida"	"PET0606"
"PP21253"	"Dahlia hybrida"	"Fidahcali"
"PP27982"	"Ficus carica"	"S-49"
"PP32631"	"Chrysanthemum X morifolium"	"G21SOU14RE"
"PP29043"	"Rosa hybrida"	"KORtaltal"
"PP21564"	"Guzmania hybrid"	"Brimstone"
"PP34788"	"Rudbeckia hirta L."	"BullRudi 10"
"PP34287"	"Echeveria hybrid"	"Fairy Princess"
"PP32694"	"Salvia hybrida"	"BBSAL01301"
"PP27288"	"Solenostemon scutellarioides"	"UF12-82-3"
"PP36315"	"Papaver orientale"	"HG01"
"PP28465"	"Lobelia erinus L."	"LOBZ0010"
"PP30132"	"Phalaenopsis hybrida"	"Day Tripper"
"PP29575"	"Prunus x cistena"	"UCONNPC001"
"PP22170"	"Monarda didyma"	"Pardon My Purple"
"PP20400"	"Chrysanthemum morifolium"	"GG GOSTRNG 08"
"PP29996"	"Chrysanthemum x morifolium"	"CIDZ0088"
"PP26506"	"Clematis lanuginosa×patens"	"Passion Plum"
"PP22202"	"Petunia hybrida"	"Petrewis"
"PP19659"	"Pelargonium×hortorum"	"Dueline"
"PP20774"	"Hosta hybrida"	"Empress Wu"
"PP23102"	"Chrysanthemum×morifolium"	"CIDZ0010"
"PP17830"	"Pentas lanceolata"	"NAKPEN006"
"PP26736"	"Stachys byzantina×Stachys debilis"	"Bareightyfour"
"PP22558"	"(Neoregelia carolinae×Neoregelia princeps)×Neoregelia princeps"	"Amazonas"
"PP28708"	"Pelargonium sp."	"KLEIZ15375"
"PP22273"	"Lavandula stoechas"	"Early Summer"
"PP16530"	"Chrysanthemum morifolium"	"Calisto"
"PP26589"	"Vanda hybrid"	"SPCDW1203"
"PP31700"	"Prunus persica (L.) Batsch"	"NSRED15261"
"PP35042"	"Gentiana L. hybrid"	"‘Ashiro 29-2065’"
"PP21885"	"Ensete ventricosum"	"Tandarra Rainbow"
"PP28299"	"Helleborus niger"	"COSEH 3100"
"PP16217"	"Hosta hybrida"	"Hanky Panky"
"PP29196"	"×Mangave×Agave hybrid"	"Man of Steel"
"PP34434"	"Monarda didyma"	"‘Pardon My Rose’"
"PP23523"	"Bidens ferulifolia"	"BIDZ0002"
"PP16922"	"Chrysanthemum×morifolium"	"Yodigit"
"PP18419"	"Gazania hybrida"	"Suga111"
"PP34945"	"Rosa hybrida"	"BOZFRA021"
"PP28349"	"Mandevilla sanderi"	"INMANSTAPI"
"PP22950"	"Prunus avium"	"Royal Brynn"
"PP16471"	"Clematis viticella"	"Evipo029"
"PP32681"	"Chrysanthemum X morifolium"	"DLFGAVI7"
"PP24968"	"Pelargonium peltatum"	"DUEPABLANI"
"PP33917"	"Monarda didyma"	"Balbeemed"
"PP28529"	"Juglans regia"	"Durham"
"PP24808"	"Vaccinium corymbosum"	"BB05-58GA-1"
"PP17881"	"Prunus Salicina"	"Black Delight"
"PP26844"	"Mandevilla hybrida"	"SUNPARAMAKUHO"
"PP15904"	"Argyranthemum frutescens"	"Argydowitis"
"PP17539"	"Chrysanthemum×morifolium"	"Frosty Yojeanette"
"PP27234"	"Phalaenopsis hybrida"	"Charming"
"PP21149"	"Helleborus×nigercors"	"Alexia"
"PP22037"	"Pelargonium×hortorum"	"Pacros"
"PP21067"	"Pelargonium zonale"	"KLEPZ08220"
"PP35879"	"Chamaecyparis pisifera"	"Minta"
"PP19820"	"Salvia hybrida"	"Dancing Dolls"
"PP28400"	"Prunus salicina"	"Plumred XII"
"PP26022"	"Chamelaucium uncinatum×megalopetalum"	"FIRST MAYA"
"PP15463"	"Chrysanthemum morifolium"	"Swing Time Yellow"
"PP16521"	"Chrysanthemum morifolium"	"Grace Time Salmon Improved"
"PP16134"	"Chrysanthemum×morifolium"	"Yobrandi"
"PP33555"	"Dahlia variabilis"	"Baldamaxliv"
"PP19071"	"Vriesea sp."	"Magic"
"PP32035"	"Ilex crenata"	"MAD-IC1"
"PP34905"	"Clematis viticella"	"Evipo105"
"PP32217"	"Vaccinium hybrid"	"MG07876-15-003"
"PP29972"	"Dianthus hybrid"	"Double Bubble"
"PP23007"	"Dianthus caryophyllus"	"Floripearl"
"PP22761"	"Potentilla fruticosa"	"White Lady"
"PP19431"	"Impatiens hawkeri"	"KIE273"
"PP33361"	"Thunbergia alata"	"VOLTHU 9327"
"PP33523"	"Phalaenopsis hybrid"	"PHALIDDIK"
"PP31090"	"Verbena X hybrida"	"Dovewihop"
"PP20836"	"Alstroemeria hybrida"	"Zalsanao"
"PP24773"	"Rosa hybrida"	"Novarospop"
"PP20117"	"Prunus persica"	"Neptune V"
"PP24903"	"Zantedeschia spp."	"Hot Butter  BLZ"
"PP26124"	"Chamaecyparis thyoides"	"Versent"
"PP32293"	"Echinacea hybrid"	"Scarlet Ibis"
"PP33724"	"Callistemon hybrid"	"CALKWR"
"PP32267"	"Vaccinium corymbosum L."	"DrisBlueTwentyOne"
"PP18955"	"Vitis vinifera"	"Chardonnay I10V1-S"
"PP17910"	"Impatiens walleriana"	"Balolepeac"
"PP16695"	"Pelargonium peltatum"	"Pachol"
"PP23401"	"Fragaria×ananassa"	"DrisStrawTwentyThree"
"PP30927"	"Chrysanthemum X morifolium"	"GED18ARL2Y"
"PP35494"	"Osteospermum ecklonis"	"Doostmarkar"
"PP24311"	"Lobelia erinus"	"KLELE12471"
"PP21190"	"Aster hybrida"	"Pink Yomagic"
"PP28108"	"Anthurium andreanum L."	"ANTHDUDKA"
"PP32177"	"Crocosmia X hybrida"	"Hot Spot"
"PP30268"	"Hydrangea macrophylla"	"Hortmablo"
"PP24967"	"Dendrobium hybrid"	"Suden1201"
"PP34234"	"Rosa hybrida"	"WEKcaspetono"
"PP34748"	"Rosa hybrida"	"RUIRJ0110A"
"PP17001"	"Torenia sp."	"Sunrenicopalave"
"PP20682"	"Pennisetum setaceum"	"Ivory Fountain"
"PP25618"	"Achillea millefolium"	"Balvinred"
"PP27302"	"Hydrangea paniculata"	"SMHPPINO"
"PP16540"	"Pelargonium zonale"	"Pacdo"
"PP28074"	"Rosa hybrid"	"GRAapr"
"PP19439"	"Helleborus hybrid"	"Walhero"
"PP30755"	"Vaccinium hybrid"	"NS 14-4"
"PP17408"	"Portulaca oleracea"	"Balriowite"
"PP16122"	"Eupatorium dubium"	"Little Joe"
"PP30366"	"Chrysanthemum X morifolium"	"PERONI ORANGE"
"PP22556"	"Verbena×hybrida"	"Balazvelu"
"PP17019"	"Zantedeschia sp."	"Captain Cupido"
"PP24339"	"Dianthus caryophyllus"	"Hilmetal"
"PP20256"	"Chrysanthemum morifolium"	"Sunno Yellow"
"PP15566"	"Calibrachoa procumbens"	"Kiecalem"
"PP16431"	"Dianthus×hybrida"	"Devon Starling"
"PP21038"	"Pelargonium zonale"	"Dueviapblos"
"PP34395"	"Salvia dorrii x Salvia clevelandii"	"MSWNBoyton2"
"PP26855"	"Viola×hybrida"	"SMEV5"
"PP35615"	"Hebe Comm. ex. Juss."	"HOP104"
"PP32939"	"x Mangave hybrid"	"Life on Mars"
"PP27297"	"Prunus persica"	"Spring Bliss"
"PP33827"	"Begonia x hiemalis"	"BKPBEEVHP"
"PP34052"	"Evolvulus hybrida"	"RMEVO28301"
"PP34000"	"Phalaenopsis hybrid"	"PHA1710186"
"PP33008"	"Calibrachoa x hybrida"	"Balchadap"
"PP28627"	"Cercis canadensis"	"JN16"
"PP16306"	"Diascia elegans"	"Sumdia 03"
"PP34681"	"Prunus avium"	"RL 100"
"PP19537"	"Prunus"	"Blackred I"
"PP27354"	"Chrysanthemum×morifolium"	"CIDZ0062"
"PP29563"	"Caladium X hortulanum"	"Day Dreamer"
"PP23123"	"Interspecific Prunus species"	"Kylese"
"PP30109"	"Osteospermum ecklonis"	"SUNOST1704"
"PP17828"	"[(Prunus salicina×(Prunus salicina×Prunus armeniaca))×Prunus salicina]"	"Candy Stripe"
"PP26938"	"Dahlia hybrida"	"HDNe33"
"PP24155"	"Salvia microphylla×greggii"	"EGGBEN003"
"PP32830"	"Camellia sinensis (L.) Kuntze"	"Kiyoka"
"PP21380"	"Fragaria×ananassa Duch."	"Sweet Eve"
"PP22816"	"Viburnum tinus"	"Lisarose"
"PP23916"	"Rubus idaeus"	"Advaberimar"
"PP29438"	"Citrus limon"	"Code 3X97"
"PP33041"	"Hydrangea macrophylla"	"HIHAI"
"PP22970"	"Torenia sp."	"Sunrekoroho"
"PP31236"	"Mandevilla hybrida"	"Sunpa 316"
"PP20840"	"Lavendula hybrida"	"LARKMAN BEE"
"PP18872"	"Osteospermum ecklonis"	"Oslawit"
"PP21383"	"Hibiscus mutabilis almanii"	"Alma's Star"
"PP32949"	"Vitis vinifera L."	"Ambulo Blanc"
"PP26230"	"Echeveria pulidonis×E. elegans"	"Hercules"
"PP34751"	"Fragaria x ananassa"	"DrisStrawNinetySeven"
"PP26936"	"Dahlia variabilis"	"Fidahhypredvelvet"
"PP26788"	"Heuchera hybrid"	"Blackberry Ice"
"PP18275"	"Chrysanthemum×morifolium"	"Yorock"
"PP30267"	"Hydrangea macrophylla"	"Hortmagibo"
"PP21967"	"Thuja occidentalis"	"Janed Gold"
"PP33205"	"Rhododendron hybrid"	"NCRX4"
"PP15573"	"Rosa hybrida"	"POULra019"
"PP35596"	"Petunix X hybrida"	"Dopetpotplure93"
"PP25462"	"Bacopa hybrida"	"Duebahpisan"
"PP20363"	"Fragaria×ananassa"	"Florida Radiance"
"PP28872"	"Zantedeschia sprengeri"	"Havana"
"PP27448"	"Lobelia erinus L."	"LOBZ0009"
"PP29704"	"Rosa L."	"RNF Purple 01"
"PP35368"	"Rubus subgenus Rubus Watson"	"APF-404T"
"PP27258"	"Gardenia jasminoides L."	"PIIGA-II"
"PP16963"	"Chrysanthemum×morifolium"	"Yofiona"
"PP21978"	"Calathea rosea picta"	"HGV09"
"PP16918"	"Rosa hybrida"	"Evera 105"
"PP29366"	"Interspecific Prunus species"	"Flavor Mist"
"PP33369"	"Chrysanthemum x morifolium"	"CIDZ0100"
"PP30714"	"Anemone hybrid"	"MACANE002"
"PP34849"	"Senecio cruentus"	"Sene Toyohare"
"PP34819"	"Distylium sp. hybrid"	"DISmd-24-18"
"PP24236"	"Impatiens hawkeri"	"Fidimpmaxor"
"PP32639"	"Begonia x hiemalis"	"BKPBEESM"
"PP21162"	"Dianthus×hybrida"	"Starburst"
"PP34736"	"Fragaria x ananassa Duchesne ex Rozier"	"CIVL519"
"PP23386"	"Lantana camara"	"NEBLAN5151"
